1,09-12,Marie
1,09-13,Lubor
1,09-14,Radka
1,09-15,Jolana
1,09-16,Ludmila
1,09-17,Naděžda
1,09-18,Kryštof
1,09-19,Zita
1,09-20,Oleg
1,09-21,Matouš
1,09-22,Darina
1,09-23,Berta
1,09-24,Jaromír
1,09-25,Zlata
1,09-26,Andrea
1,09-27,Jonáš
1,09-28,Václav
1,09-29,Michal
1,09-30,Jeroným
1,10-01,Igor
1,10-02,Olívie/Oliver
1,10-03,Bohumil
1,10-04,František
1,10-05,Eliška
1,10-06,Hanuš
1,10-07,Justýna
1,10-08,Věra
1,10-09,Štefan/Sára
1,10-10,Marina
1,10-11,Andrej
1,10-12,Marcel
1,10-13,Renáta
1,10-14,Agáta
1,10-15,Tereza
1,10-16,Havel
1,10-17,Hedvika
1,10-18,Lukáš
1,10-19,Michaela
1,10-20,Vendelín
1,10-21,Brigita
1,10-22,Sabina
1,10-23,Teodor
1,10-24,Nina
1,10-25,Beáta
1,10-26,Erik
1,10-27,Šarlota/Zoe
1,10-29,Silvie
1,10-30,Tadeáš
1,10-31,Štěpánka
1,11-01,Felix
1,11-03,Hubert
1,11-04,Karel
1,11-05,Miriam
1,11-06,Liběna
1,11-07,Saskie
1,11-08,Bohumír
1,11-09,Bohdan
1,11-10,Evžen
1,11-11,Martin
1,11-12,Benedikt
1,11-13,Tibor
1,11-14,Sáva
1,11-15,Leopold
1,11-16,Otmar
1,11-17,Mahulena
1,11-18,Romana
1,11-19,Alžběta
1,11-20,Nikola
1,11-21,Albert
1,11-22,Cecílie
1,11-23,Klement
1,11-24,Emílie
1,11-25,Kateřina
1,11-26,Artur
1,11-27,Xenie
1,11-28,René
1,11-29,Zina
1,11-30,Ondřej
1,12-01,Iva
1,12-02,Blanka
1,12-03,Svatoslav
1,12-04,Barbora
1,12-05,Jitka
1,12-06,Mikuláš
1,12-07,Ambrož
1,12-08,Květoslava
1,12-09,Vratislav
1,12-10,Julie
1,12-11,Dana
1,12-12,Simona
1,12-13,Lucie
1,12-14,Lýdie
1,12-15,Radana
1,12-16,Albína
1,12-17,Daniel
1,12-18,Miloslav
1,12-19,Ester
1,12-20,Dagmar
1,12-21,Natálie
1,12-22,Šimon
1,12-23,Vlasta
1,12-24,Adam/Eva
1,12-26,Štěpán
1,12-27,Žaneta
1,12-28,Bohumila
1,12-29,Judita
1,12-30,David
